ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,url,track_href,analysis_url,duration_ms,time_signature,artist_name,track_name,track_id,track_popularity,artist_id
28,0.53,0.678,6,-6.16,1,0.0278,0.506,6.23E-06,0.138,0.508,140.05,audio_features,3Qu3Zh4WTKhP9GEXo0aDnb,,https://api.spotify.com/v1/tracks/3Qu3Zh4WTKhP9GEXo0aDnb,https://api.spotify.com/v1/audio-analysis/3Qu3Zh4WTKhP9GEXo0aDnb,215572,4,Morgan Wallen,Thought You Should Know,3Qu3Zh4WTKhP9GEXo0aDnb,80,4oUHIQIBe0LHzYfvXNW4QM
29,0.602,0.59,0,-6.346,0,0.0279,0.318,0.000166,0.104,0.381,130.08,audio_features,7iqQz931tn59mK6IZ3knRx,,https://api.spotify.com/v1/tracks/7iqQz931tn59mK6IZ3knRx,https://api.spotify.com/v1/audio-analysis/7iqQz931tn59mK6IZ3knRx,274293,4,Lana Del Rey,Dealer,7iqQz931tn59mK6IZ3knRx,76,00FQb4jTyendYWaN8pK0wa
30,0.635,0.772,7,-4.825,1,0.0279,0.216,0,0.285,0.948,119.017,audio_features,1MX19fnaW1OUQoglWTYaOo,,https://api.spotify.com/v1/tracks/1MX19fnaW1OUQoglWTYaOo,https://api.spotify.com/v1/audio-analysis/1MX19fnaW1OUQoglWTYaOo,147893,4,Morgan Wallen,Dangerous,1MX19fnaW1OUQoglWTYaOo,72,4oUHIQIBe0LHzYfvXNW4QM
31,0.416,0.762,2,-7.385,1,0.0279,0.312,0.804,0.0559,0.461,95.967,audio_features,1fDFHXcykq4iw8Gg7s5hG9,,https://api.spotify.com/v1/tracks/1fDFHXcykq4iw8Gg7s5hG9,https://api.spotify.com/v1/audio-analysis/1fDFHXcykq4iw8Gg7s5hG9,326491,4,The 1975,About You,1fDFHXcykq4iw8Gg7s5hG9,82,3mIj9lX2MWuHmhNCA7LSCW
32,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02E-05,0.0753,0.642,103.984,audio_features,3yII7UwgLF6K5zW3xad3MP,,https://api.spotify.com/v1/tracks/3yII7UwgLF6K5zW3xad3MP,https://api.spotify.com/v1/audio-analysis/3yII7UwgLF6K5zW3xad3MP,230960,4,Taylor Swift,22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,80,06HL4z0CvFAxyc27GXpf02
33,0.678,0.733,7,-5.025,1,0.0281,0.00115,0,0.104,0.581,121.009,audio_features,6pYNq0ZwpPVazKzsqpf0G8,,https://api.spotify.com/v1/tracks/6pYNq0ZwpPVazKzsqpf0G8,https://api.spotify.com/v1/audio-analysis/6pYNq0ZwpPVazKzsqpf0G8,200280,4,Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,77,06HL4z0CvFAxyc27GXpf02
34,0.458,0.535,5,-4.854,0,0.0281,0.575,0,0.168,0.216,82.826,audio_features,1i9lZvlaDdWDPyXEE95aiq,,https://api.spotify.com/v1/tracks/1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/audio-analysis/1i9lZvlaDdWDPyXEE95aiq,353755,4,Travis Scott,TELEKINESIS (feat. SZA & Future),1i9lZvlaDdWDPyXEE95aiq,88,0Y5tJX1MQlPlqiwlOH1tJY
35,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,audio_features,3zwMVvkBe2qIKDObWgXw4N,,https://api.spotify.com/v1/tracks/3zwMVvkBe2qIKDObWgXw4N,https://api.spotify.com/v1/audio-analysis/3zwMVvkBe2qIKDObWgXw4N,245027,4,Taylor Swift,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,82,06HL4z0CvFAxyc27GXpf02
36,0.569,0.741,5,-4.963,1,0.0282,0.0122,0,0.333,0.43,100.118,audio_features,77sMIMlNaSURUAXq5coCxE,,https://api.spotify.com/v1/tracks/77sMIMlNaSURUAXq5coCxE,https://api.spotify.com/v1/audio-analysis/77sMIMlNaSURUAXq5coCxE,241592,4,Taylor Swift,Fearless (Taylor???Version),77sMIMlNaSURUAXq5coCxE,84,06HL4z0CvFAxyc27GXpf02
37,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,audio_features,46IZ0fSY2mpAiktS3KOqds,,https://api.spotify.com/v1/tracks/46IZ0fSY2mpAiktS3KOqds,https://api.spotify.com/v1/audio-analysis/46IZ0fSY2mpAiktS3KOqds,224695,4,Adele,Easy On Me,46IZ0fSY2mpAiktS3KOqds,83,4dpARuHxo51G3z768sgnrY
38,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,audio_features,0gplL1WMoJ6iYaPgMCL0gX,,https://api.spotify.com/v1/tracks/0gplL1WMoJ6iYaPgMCL0gX,https://api.spotify.com/v1/audio-analysis/0gplL1WMoJ6iYaPgMCL0gX,224695,4,Adele,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,84,4dpARuHxo51G3z768sgnrY
39,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667,4,Doja Cat,Kiss Me More (feat. SZA),3DarAbFujv6eYNliUTyqtz,82,5cj0lLjcoR7YOSnhnX0Po5
40,0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,audio_features,5Y35SjAfXjjG0sFQ3KOxmm,,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853,3,SZA,Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,83,7tYKF4w9nC0nq9CsPZTHyP
41,0.537,0.421,5,-8.72,1,0.0285,0.827,0,0.138,0.524,98.224,audio_features,2HafqoJbgXdtjwCOvNEF14,,https://api.spotify.com/v1/tracks/2HafqoJbgXdtjwCOvNEF14,https://api.spotify.com/v1/audio-analysis/2HafqoJbgXdtjwCOvNEF14,184061,4,iì±°igo quintero,Si No Estì°¼s,2HafqoJbgXdtjwCOvNEF14,99,0jbo7KFNMiIkfBR6ih0yhm
42,0.663,0.502,5,-7.07,1,0.0285,0.791,0,0.105,0.371,143.969,audio_features,3jfywRZH6cB2iLyKqo4EZd,,https://api.spotify.com/v1/tracks/3jfywRZH6cB2iLyKqo4EZd,https://api.spotify.com/v1/audio-analysis/3jfywRZH6cB2iLyKqo4EZd,183087,4,Dylan Scott,Can't Have Mine (Find You A Girl),3jfywRZH6cB2iLyKqo4EZd,75,78YqeIji3mgAS2K1Maca6x
43,0.551,0.55,10,-5.339,1,0.0286,0.777,0,0.202,0.342,101.19,audio_features,1Y3LN4zO1Edc2EluIoSPJN,,https://api.spotify.com/v1/tracks/1Y3LN4zO1Edc2EluIoSPJN,https://api.spotify.com/v1/audio-analysis/1Y3LN4zO1Edc2EluIoSPJN,176440,3,Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version,1Y3LN4zO1Edc2EluIoSPJN,89,5XKFrudbV4IiuE5WuTPRmT
44,0.641,0.803,6,-5.781,0,0.0286,0.00232,3.86E-06,0.361,0.671,121.086,audio_features,2YVlDlk2zRceefo6XlC6DX,,https://api.spotify.com/v1/tracks/2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/audio-analysis/2YVlDlk2zRceefo6XlC6DX,158004,4,Morgan Wallen,Ain???That Some,2YVlDlk2zRceefo6XlC6DX,80,4oUHIQIBe0LHzYfvXNW4QM
45,0.539,0.508,10,-6.05,1,0.0288,0.727,0,0.174,0.227,101.358,audio_features,0T5iIrXA4p5GsubkhuBIKV,,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/audio-analysis/0T5iIrXA4p5GsubkhuBIKV,177720,3,Stephen Sanchez,Until I Found You,0T5iIrXA4p5GsubkhuBIKV,83,5XKFrudbV4IiuE5WuTPRmT
46,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05E-05,0.519,0.146,61.859,audio_features,3Z0qLOS0cqWKPHXkbTXmNF,,https://api.spotify.com/v1/tracks/3Z0qLOS0cqWKPHXkbTXmNF,https://api.spotify.com/v1/audio-analysis/3Z0qLOS0cqWKPHXkbTXmNF,212736,4,Cults,Gilded Lily,3Z0qLOS0cqWKPHXkbTXmNF,81,3Oim8XBPbznAa8Jj8QzNc8
47,0.658,0.538,5,-7.676,1,0.0289,0.657,0,0.123,0.62,136.967,audio_features,42lqBjPYlmL1EXpMDXvhSN,,https://api.spotify.com/v1/tracks/42lqBjPYlmL1EXpMDXvhSN,https://api.spotify.com/v1/audio-analysis/42lqBjPYlmL1EXpMDXvhSN,161773,4,Morgan Wallen,Somebody???Problem,42lqBjPYlmL1EXpMDXvhSN,72,4oUHIQIBe0LHzYfvXNW4QM
48,0.556,0.59,10,-6.846,1,0.029,0.25,0,0.109,0.573,143.972,audio_features,4hEA25qUMn3camHI87UhiI,,https://api.spotify.com/v1/tracks/4hEA25qUMn3camHI87UhiI,https://api.spotify.com/v1/audio-analysis/4hEA25qUMn3camHI87UhiI,194271,4,Bailey Zimmerman,Never Comin' Home,4hEA25qUMn3camHI87UhiI,71,3win9vGIxFfBRag9S63wwf
49,0.66,0.706,5,-5.219,1,0.0291,0.092,0,0.129,0.453,114.991,audio_features,7INk3focyW89pATBgageU7,,https://api.spotify.com/v1/tracks/7INk3focyW89pATBgageU7,https://api.spotify.com/v1/audio-analysis/7INk3focyW89pATBgageU7,169573,4,Dylan Scott,Good Times Go By Too Fast,7INk3focyW89pATBgageU7,76,78YqeIji3mgAS2K1Maca6x
50,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888,3,Lizzy McAlpine,ceilings,2L9N0zZnd37dwF0clgxMGI,86,1GmsPCcpKgF9OhlNXjOsbS
51,0.633,0.664,10,-5.037,1,0.0294,0.46,0,0.108,0.268,115.058,audio_features,64SCQtbRtmO28ks1QhS3w5,,https://api.spotify.com/v1/tracks/64SCQtbRtmO28ks1QhS3w5,https://api.spotify.com/v1/audio-analysis/64SCQtbRtmO28ks1QhS3w5,156747,4,Morgan Wallen,Warning,64SCQtbRtmO28ks1QhS3w5,72,4oUHIQIBe0LHzYfvXNW4QM
52,0.771,0.386,4,-8.917,1,0.0297,0.276,2.01E-05,0.121,0.239,103.96,audio_features,2ByBBvpR9b7IynvRmnG7kG,,https://api.spotify.com/v1/tracks/2ByBBvpR9b7IynvRmnG7kG,https://api.spotify.com/v1/audio-analysis/2ByBBvpR9b7IynvRmnG7kG,271000,4,Taylor Swift,Clean (Taylor's Version),2ByBBvpR9b7IynvRmnG7kG,84,06HL4z0CvFAxyc27GXpf02
53,0.524,0.643,9,-6.055,1,0.0297,0.451,0,0.221,0.397,135.962,audio_features,0rCFRyEy4WXjRXNpO80Dzs,,https://api.spotify.com/v1/tracks/0rCFRyEy4WXjRXNpO80Dzs,https://api.spotify.com/v1/audio-analysis/0rCFRyEy4WXjRXNpO80Dzs,232059,4,Bailey Zimmerman,Fall In Love,0rCFRyEy4WXjRXNpO80Dzs,80,3win9vGIxFfBRag9S63wwf
54,0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,audio_features,1KMkcUvF7m3SDChDOa7i5L,,https://api.spotify.com/v1/tracks/1KMkcUvF7m3SDChDOa7i5L,https://api.spotify.com/v1/audio-analysis/1KMkcUvF7m3SDChDOa7i5L,161385,4,The Kid LAROI,WITHOUT YOU,1KMkcUvF7m3SDChDOa7i5L,78,2tIP7SsRs7vjIcLrU85W8J
55,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,audio_features,1xK59OXxi2TAAAbmZK0kBL,,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631,4,d4vd,Romantic Homicide,1xK59OXxi2TAAAbmZK0kBL,90,5y8tKLUfMvliMe8IKamR32
56,0.56,0.576,6,-6.92,1,0.03,0.309,2.08E-05,0.0988,0.478,133.491,audio_features,1TsiwVwHhLgVK8sxBchINM,,https://api.spotify.com/v1/tracks/1TsiwVwHhLgVK8sxBchINM,https://api.spotify.com/v1/audio-analysis/1TsiwVwHhLgVK8sxBchINM,188883,4,Zach Bryan,Tishomingo,1TsiwVwHhLgVK8sxBchINM,73,40ZNYROS4zLfyyBSs2PGe2
57,0.543,0.48,2,-6.745,1,0.0301,0.794,0,0.119,0.391,154.78,audio_features,1RvoRAL612adAVrPUoAMHR,,https://api.spotify.com/v1/tracks/1RvoRAL612adAVrPUoAMHR,https://api.spotify.com/v1/audio-analysis/1RvoRAL612adAVrPUoAMHR,234333,3,Morgan Wallen,Bandaid On A Bullet Hole,1RvoRAL612adAVrPUoAMHR,70,4oUHIQIBe0LHzYfvXNW4QM
58,0.364,0.554,4,-9.076,1,0.0301,0.077,0.000297,0.125,0.257,150.079,audio_features,0j3mqDTK4Z6lvrLzFCUUz6,,https://api.spotify.com/v1/tracks/0j3mqDTK4Z6lvrLzFCUUz6,https://api.spotify.com/v1/audio-analysis/0j3mqDTK4Z6lvrLzFCUUz6,214800,3,Suki Waterhouse,Good Looking,0j3mqDTK4Z6lvrLzFCUUz6,83,5GGJosGMs08YEmKTZJe1fL
59,0.59,0.36,7,-9.643,1,0.0301,0.599,0,0.112,0.379,169.909,audio_features,4nHJcUtNSUVjXRnjdP29Bk,,https://api.spotify.com/v1/tracks/4nHJcUtNSUVjXRnjdP29Bk,https://api.spotify.com/v1/audio-analysis/4nHJcUtNSUVjXRnjdP29Bk,286369,4,Noah Kahan,You??±e Gonna Go Far,4nHJcUtNSUVjXRnjdP29Bk,82,2RQXRUsr4IW1f3mKyKsy4B
60,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027,4,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,87,06HL4z0CvFAxyc27GXpf02
61,0.576,0.457,0,-6.473,1,0.0304,0.143,3.05E-05,0.0917,0.301,138.984,audio_features,0rzaRSujxA0bKyjJl6vHYq,,https://api.spotify.com/v1/tracks/0rzaRSujxA0bKyjJl6vHYq,https://api.spotify.com/v1/audio-analysis/0rzaRSujxA0bKyjJl6vHYq,218577,4,Harry Styles,Satellite,0rzaRSujxA0bKyjJl6vHYq,83,6KImCVD70vtIoJWnq6nGn3
62,0.583,0.351,0,-5.836,1,0.0306,0.494,0,0.368,0.462,79.014,audio_features,4pCbJC43j3gSqG6Fen6upD,,https://api.spotify.com/v1/tracks/4pCbJC43j3gSqG6Fen6upD,https://api.spotify.com/v1/audio-analysis/4pCbJC43j3gSqG6Fen6upD,227467,4,Zach Bryan,Hey Driver (feat. The War and Treaty),4pCbJC43j3gSqG6Fen6upD,86,40ZNYROS4zLfyyBSs2PGe2
63,0.444,0.0911,0,-17.665,1,0.0307,0.959,1.05E-06,0.098,0.142,78.403,audio_features,6wf7Yu7cxBSPrRlWeSeK0Q,,https://api.spotify.com/v1/tracks/6wf7Yu7cxBSPrRlWeSeK0Q,https://api.spotify.com/v1/audio-analysis/6wf7Yu7cxBSPrRlWeSeK0Q,222370,4,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",6wf7Yu7cxBSPrRlWeSeK0Q,94,6qqNVTkY8uBg9cP3Jd7DAH
64,0.656,0.757,3,-5.775,0,0.0308,0.492,0,0.117,0.429,139.971,audio_features,0PAcdVzhPO4gq1Iym9ESnK,,https://api.spotify.com/v1/tracks/0PAcdVzhPO4gq1Iym9ESnK,https://api.spotify.com/v1/audio-analysis/0PAcdVzhPO4gq1Iym9ESnK,177388,4,Morgan Wallen,Thinkin??Bout Me,0PAcdVzhPO4gq1Iym9ESnK,86,4oUHIQIBe0LHzYfvXNW4QM
65,0.697,0.82,5,-4.502,1,0.0308,0.1,0,0.0631,0.502,136.054,audio_features,74X2u8JMVooG2QbjRxXwR8,,https://api.spotify.com/v1/tracks/74X2u8JMVooG2QbjRxXwR8,https://api.spotify.com/v1/audio-analysis/74X2u8JMVooG2QbjRxXwR8,159080,4,LE SSERAFIM,Perfect Night,74X2u8JMVooG2QbjRxXwR8,90,4SpbR6yFEvexJuaBpgAU5p
66,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25E-05,0.0915,0.934,116.032,audio_features,7rglLriMNBPAyuJOMGwi39,,https://api.spotify.com/v1/tracks/7rglLriMNBPAyuJOMGwi39,https://api.spotify.com/v1/audio-analysis/7rglLriMNBPAyuJOMGwi39,202735,4,Elton John,Cold Heart - PNAU Remix,7rglLriMNBPAyuJOMGwi39,71,3PhoLpVuITZKcymswpck5b
67,0.498,0.764,4,-5.006,1,0.0309,0.123,3.07E-05,0.119,0.489,147.984,audio_features,73zawW1ttszLRgT9By826D,,https://api.spotify.com/v1/tracks/73zawW1ttszLRgT9By826D,https://api.spotify.com/v1/audio-analysis/73zawW1ttszLRgT9By826D,191231,4,Morgan Wallen,Man Made A Bar (feat. Eric Church),73zawW1ttszLRgT9By826D,78,4oUHIQIBe0LHzYfvXNW4QM
68,0.403,0.537,3,-6.628,1,0.031,0.59,0,0.112,0.414,69.877,audio_features,0uRrG2jRR5tuifsYIJHEao,,https://api.spotify.com/v1/tracks/0uRrG2jRR5tuifsYIJHEao,https://api.spotify.com/v1/audio-analysis/0uRrG2jRR5tuifsYIJHEao,202133,4,Morgan Wallen,Sand In My Boots,0uRrG2jRR5tuifsYIJHEao,78,4oUHIQIBe0LHzYfvXNW4QM
69,0.627,0.792,2,-4.311,1,0.031,0.13,3.97E-06,0.0845,0.415,119.054,audio_features,6YvqWjhGD8mB5QXcbcUKtx,,https://api.spotify.com/v1/tracks/6YvqWjhGD8mB5QXcbcUKtx,https://api.spotify.com/v1/audio-analysis/6YvqWjhGD8mB5QXcbcUKtx,235767,4,Taylor Swift,Love Story (Taylor???Version),6YvqWjhGD8mB5QXcbcUKtx,82,06HL4z0CvFAxyc27GXpf02
70,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97E-06,0.0989,0.416,119.082,audio_features,3CeCwYWvdfXbZLXFhBrbnf,,https://api.spotify.com/v1/tracks/3CeCwYWvdfXbZLXFhBrbnf,https://api.spotify.com/v1/audio-analysis/3CeCwYWvdfXbZLXFhBrbnf,235767,4,Taylor Swift,Love Story (Taylor???Version),3CeCwYWvdfXbZLXFhBrbnf,86,06HL4z0CvFAxyc27GXpf02
71,0.422,0.439,4,-6.606,0,0.0311,0.272,0,0.124,0.277,151.785,audio_features,1ldUPmqrCvk6thNYe0oUen,,https://api.spotify.com/v1/tracks/1ldUPmqrCvk6thNYe0oUen,https://api.spotify.com/v1/audio-analysis/1ldUPmqrCvk6thNYe0oUen,199500,4,Zach Bryan,All the Time,1ldUPmqrCvk6thNYe0oUen,73,40ZNYROS4zLfyyBSs2PGe2
72,0.693,0.595,8,-7.578,1,0.0311,0.0969,0,0.113,0.646,112.02,audio_features,0caJ2wkqp4UmXBwdR2JvB5,,https://api.spotify.com/v1/tracks/0caJ2wkqp4UmXBwdR2JvB5,https://api.spotify.com/v1/audio-analysis/0caJ2wkqp4UmXBwdR2JvB5,213817,4,Noah Kahan,Dial Drunk,0caJ2wkqp4UmXBwdR2JvB5,81,2RQXRUsr4IW1f3mKyKsy4B
73,0.761,0.607,7,-4.83,1,0.0312,0.00961,2.24E-05,0.367,0.674,116.98,audio_features,1hR8BSuEqPCCZfv93zzzz9,,https://api.spotify.com/v1/tracks/1hR8BSuEqPCCZfv93zzzz9,https://api.spotify.com/v1/audio-analysis/1hR8BSuEqPCCZfv93zzzz9,212600,4,Taylor Swift,Welcome To New York (Taylor's Version),1hR8BSuEqPCCZfv93zzzz9,86,06HL4z0CvFAxyc27GXpf02
74,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27E-05,0.156,0.608,134.951,audio_features,0mL82sxCRjrs3br407IdJh,,https://api.spotify.com/v1/tracks/0mL82sxCRjrs3br407IdJh,https://api.spotify.com/v1/audio-analysis/0mL82sxCRjrs3br407IdJh,199111,4,The Weeknd,Is There Someone Else?,0mL82sxCRjrs3br407IdJh,86,1Xyo4u8uXC1ZmMpatF05PJ
75,0.667,0.613,8,-7.147,1,0.0313,0.121,0,0.113,0.681,112.046,audio_features,22VHOlVYBqytsrAqV8yXBK,,https://api.spotify.com/v1/tracks/22VHOlVYBqytsrAqV8yXBK,https://api.spotify.com/v1/audio-analysis/22VHOlVYBqytsrAqV8yXBK,213817,4,Noah Kahan,Dial Drunk (with Post Malone),22VHOlVYBqytsrAqV8yXBK,85,2RQXRUsr4IW1f3mKyKsy4B
76,0.708,0.415,2,-4.078,0,0.0314,0.693,4.68E-05,0.123,0.156,119.922,audio_features,3sLTYBYs6lJsFK84t2X7wt,,https://api.spotify.com/v1/tracks/3sLTYBYs6lJsFK84t2X7wt,https://api.spotify.com/v1/audio-analysis/3sLTYBYs6lJsFK84t2X7wt,208000,4,Montell Fish,Bathroom,3sLTYBYs6lJsFK84t2X7wt,81,5nvWOyAkfNgVLKESq4fOj2
77,0.587,0.286,9,-8.839,1,0.0315,0.185,0.0288,0.214,0.302,71.123,audio_features,2VYnlKxB8jpbCeLUjQsebc,,https://api.spotify.com/v1/tracks/2VYnlKxB8jpbCeLUjQsebc,https://api.spotify.com/v1/audio-analysis/2VYnlKxB8jpbCeLUjQsebc,224680,4,Faye Webster,In A Good Way,2VYnlKxB8jpbCeLUjQsebc,74,5szilpXHcwOqnyKLqGco5j
78,0.874,0.869,1,-5.996,0,0.0315,0.00116,0.00238,0.164,0.726,126.027,audio_features,5ZduaRci3iNUiDfJbBfAaf,,https://api.spotify.com/v1/tracks/5ZduaRci3iNUiDfJbBfAaf,https://api.spotify.com/v1/audio-analysis/5ZduaRci3iNUiDfJbBfAaf,102861,4,Matt Sassari,Give It To Me - Full Vocal Mix,5ZduaRci3iNUiDfJbBfAaf,85,21dVknSLCsK37cWozWDZZS
79,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16E-05,0.11,0.22,141.967,audio_features,3XgGQ1wjo5khvq2UImjyNF,,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063,4,Brent Faiyaz,ALL MINE,3XgGQ1wjo5khvq2UImjyNF,82,3tlXnStJ1fFhdScmQeLpuG
80,0.627,0.123,7,-14.411,1,0.0316,0.859,0.00105,0.149,0.11,131.883,audio_features,4NgherJDfCXWBZBYheM4jK,,https://api.spotify.com/v1/tracks/4NgherJDfCXWBZBYheM4jK,https://api.spotify.com/v1/audio-analysis/4NgherJDfCXWBZBYheM4jK,120429,4,Kxllswxtch,WASTE,4NgherJDfCXWBZBYheM4jK,80,2VDZoCBGjxbHJbnzSX5nP6
81,0.796,0.798,1,-6.312,1,0.0317,0.034,4.19E-05,0.0952,0.942,116.032,audio_features,6zSpb8dQRaw0M1dK8PBwQz,,https://api.spotify.com/v1/tracks/6zSpb8dQRaw0M1dK8PBwQz,https://api.spotify.com/v1/audio-analysis/6zSpb8dQRaw0M1dK8PBwQz,202735,4,Elton John,Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,85,3PhoLpVuITZKcymswpck5b
82,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,audio_features,3nsfB1vus2qaloUdcBZvDu,,https://api.spotify.com/v1/tracks/3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/audio-analysis/3nsfB1vus2qaloUdcBZvDu,329160,4,Taylor Swift,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,78,06HL4z0CvFAxyc27GXpf02
83,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196,audio_features,3cBsEDNhFI9E82vPj3kvi3,,https://api.spotify.com/v1/tracks/3cBsEDNhFI9E82vPj3kvi3,https://api.spotify.com/v1/audio-analysis/3cBsEDNhFI9E82vPj3kvi3,178520,3,Morgan Wallen,Wasted On You,3cBsEDNhFI9E82vPj3kvi3,86,4oUHIQIBe0LHzYfvXNW4QM
84,0.626,0.583,0,-7.346,0,0.0318,0.276,0,0.141,0.428,87.977,audio_features,1ZpPaBDswjV3VSUKqLDXPE,,https://api.spotify.com/v1/tracks/1ZpPaBDswjV3VSUKqLDXPE,https://api.spotify.com/v1/audio-analysis/1ZpPaBDswjV3VSUKqLDXPE,228145,4,Chayce Beckham,23,1ZpPaBDswjV3VSUKqLDXPE,75,5ujvZU2thXjZgFKPUt1rDt
85,0.385,0.787,9,-2.891,1,0.0318,0.0211,4.32E-06,0.136,0.337,152.251,audio_features,6ybZUqlfk938oS6WeBmDab,,https://api.spotify.com/v1/tracks/6ybZUqlfk938oS6WeBmDab,https://api.spotify.com/v1/audio-analysis/6ybZUqlfk938oS6WeBmDab,255125,4,Treaty Oak Revival,Missed Call,6ybZUqlfk938oS6WeBmDab,70,3444S3C4U9Ts86BnCtSPRV
86,0.319,0.236,5,-9.644,1,0.0318,0.898,1.62E-05,0.272,0.254,162.351,audio_features,7CC6UbCs4iGsePSzFxYxNn,,https://api.spotify.com/v1/tracks/7CC6UbCs4iGsePSzFxYxNn,https://api.spotify.com/v1/audio-analysis/7CC6UbCs4iGsePSzFxYxNn,156091,4,Kanye West,Moon,7CC6UbCs4iGsePSzFxYxNn,74,5K4W6rqBFWDnAN6FQUkS6x
87,0.522,0.641,8,-6.287,1,0.0318,0.0545,0,0.162,0.202,87.51,audio_features,7CyPwkp0oE8Ro9Dd5CUDjW,,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685,4,The Weeknd,"One Of The Girls (with JENNIE, Lily Rose Depp)",7CyPwkp0oE8Ro9Dd5CUDjW,91,1Xyo4u8uXC1ZmMpatF05PJ
88,0.75,0.733,6,-3.18,0,0.0319,0.256,0,0.114,0.844,111.018,audio_features,3rUGC1vUpkDG9CZFHMur1t,,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1,Tate McRae,greedy,3rUGC1vUpkDG9CZFHMur1t,100,45dkTj5sMRSjrmBSBeiHym
89,0.537,0.413,7,-7.736,1,0.0319,0.346,0,0.12,0.226,133.21,audio_features,5CscrLqFBgPfZR8fGtikov,,https://api.spotify.com/v1/tracks/5CscrLqFBgPfZR8fGtikov,https://api.spotify.com/v1/audio-analysis/5CscrLqFBgPfZR8fGtikov,198867,4,Olivia Rodrigo,making the bed,5CscrLqFBgPfZR8fGtikov,83,1McMsnEElThX1knmY4oliG
